base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role
"{'Abbreviation': 'Seeking fairness', 'Full label': '""Seeking fairness""'}",Conflict Resolution,"Conflict Resolution is chosen because seeking fairness often involves resolving a perceived inequity through acknowledgment and a concrete remedy. Scenario: a workplace with uneven task allocation. The goals are measurable in dialogue via explicit acknowledgments, agreement on criteria, and a concrete plan with a review point.","Secure the team lead’s explicit acknowledgment that your workload has been unfair and obtain agreement on a written redistribution plan that brings your weekly tasks to within ±10% of the team average starting next cycle, plus a scheduled follow-up meeting in two weeks.","Co-create transparent, agreed-upon criteria for fair allocation (e.g., skill level, availability, current project load) and gain the team member’s explicit verbal agreement that these criteria are fair; apply them to produce a plan that keeps total throughput stable and ensures no teammate’s load exceeds ±10% of the team average.","""Seeking fairness""",Overburdened Team Member (Complainant),Team Lead and Work Allocator (Decision-Maker)
"{'Abbreviation': 'Fashion', 'Full label': '""Keeping up with fashion""'}",Cooperation,"Chose Cooperation so the agents jointly plan how to keep up with fashion while balancing trends and budget. Their distinct, measurable goals enable evaluating how well they coordinate information, decisions, and commitments during the conversation.",Leave the conversation with an agreed 1-month plan that includes: (a) a prioritized list of 5 specific fashion items with total estimated spend ≤ $250; (b) a clear split of who will research/find deals for each item; (c) two specific check-in dates scheduled; and (d) at least one item sourced from a sustainable/ethical brand.,Ensure the agreed plan is trend-forward and actionable by: (a) identifying 3 current trends that fit both of us; (b) mapping each selected item to a named trend with a brief rationale; (c) naming at least 2 concrete sources per trend (stores/brands/influencers) plus an estimated price range; and (d) securing the partner’s verbal commitment to try or buy at least 2 items.,"""Keeping up with fashion""","Budget-Conscious Organizer (structures the discussion, sets constraints, assigns tasks, and schedules follow-ups).","Trend Curator and Stylist-Advocate (surfaces trends, suggests items, provides sources, and persuades within constraints)."
"{'Abbreviation': 'Self-esteem', 'Full label': '""Having high self-image , self-esteem , self-respect , feeling good about myself""'}",Identity Recognition,"The shared goal centers on self-image and self-esteem, so Identity Recognition is most fitting. Each agent’s goal operationalizes attribution-theory principles: Agent 1 practices internal, stable attributions for strengths and specific, controllable/situational attributions for setbacks; Agent 2 elicits and validates those identity statements with concrete, behavior-linked affirmations.","By the end of the conversation, explicitly: (a) state at least 3 personal strengths using internal/stable language (e.g., 'I am persistent'), (b) reframe at least 1 recent setback by naming a specific, controllable, or situational factor, and (c) request at least 1 piece of validation about a core value or strength.","During the conversation, (a) ask at least 2 open-ended questions that cue internal attributions for strengths and specific/situational attributions for setbacks, (b) provide at least 3 specific, behavior-tied affirmations that mirror the other’s stated strengths/values, and (c) avoid unsolicited directive advice (no 'you should' statements) unless directly requested.","""Having high self-image , self-esteem , self-respect , feeling good about myself""",Identity Seeker (self-advocating coachee),Affirming Mirror (peer coach/validator)
"{'Abbreviation': 'Physical fitness', 'Full label': '""Being in good physical condition , physically fit""'}",Cooperation,"Cooperation best fits the shared goal of getting physically fit, as both agents must coordinate plans, schedules, and accountability. The personal goals are framed with concrete, checkable outcomes (specific sessions, dates, metrics, rules) so their achievement can be evaluated after the conversation.",Leave the conversation with: (1) an agreed 8-week plan to run a 5K including at least three named workouts per week; (2) two joint sessions per week scheduled with Agent 2 on specific days/times; (3) a target success metric and date (complete a 5K without stopping by a chosen calendar date) plus a weekly Sunday check-in routine.,"Negotiate a cooperative plan that aligns with my own strength program by: (1) limiting joint sessions to two per week (one strength, one cardio) at agreed times; (2) confirming Agent 1 completes a third solo workout; (3) establishing accountability rules (12-hour cancellation notice, shared tracker) and placing all sessions and the target 5K date on a shared calendar.","""Being in good physical condition , physically fit""",Motivated novice trainee seeking guidance and accountability partner.,Experienced fitness enthusiast acting as informal coach and scheduling lead.
"{'Abbreviation': 'Standing up for beliefs', 'Full label': '""Standing up for my beliefs""'}",Identity Recognition,"Standing up for beliefs is primarily about having one’s identity-linked values recognized and respected. Choosing Identity Recognition foregrounds how each agent seeks acknowledgment of their convictions while interacting within role-based constraints, allowing clear evaluation of whether recognition and respect were achieved.","As a values-driven engineer, clearly state my privacy belief and two concrete risks of the proposed tracking feature; secure explicit acknowledgment of my stance (the PM paraphrases it accurately), and obtain either (a) agreement to modify/remove the feature or (b) a documented escalation path with a non-retaliation assurance and a scheduled follow-up date.","As a product manager, ensure my belief in delivering user value within policy is recognized by having the engineer accurately restate it; explicitly acknowledge the engineer’s privacy stance by paraphrasing it; propose at least one concrete accommodation/mitigation; and agree on clear next steps (owner and timeline) that maintain project viability.","""Standing up for my beliefs""",Values-driven Software Engineer (individual contributor advocating for user privacy),"Outcome-oriented Product Manager (balancing business goals, compliance, and team concerns)"
"{'Abbreviation': 'Own guidelines', 'Full label': '""Setting and following my own guidelines""'}",Cooperation,"Cooperation fits because the agents need to jointly design and support adherence to individually owned guidelines, coordinating expectations, check-ins, and revision so both can follow through.","By conversation end, (a) state exactly 3 SMART guidelines for my own behavior; (b) get Agent 2 to verbally confirm—using the phrase, ""I agree to hold you accountable""—and to schedule two specific check-ins with dates/times; and (c) agree on one concrete reward and one consequence tied to my adherence.","By conversation end, (a) state 2–3 personal guidelines that each include at least one flexibility clause (e.g., ""If X, I may adapt by Y""); (b) secure Agent 1’s explicit acknowledgment—using the phrase, ""Your guidelines and opt-out conditions are valid and will be respected""; and (c) add a joint revision clause: ""We will review and revise both sets in 7 days.""","""Setting and following my own guidelines""",Structure-focused facilitator (guideline architect and process owner),Autonomy-oriented peer accountability partner (flexibility advocate)
"{'Abbreviation': 'Job', 'Full label': '""Having a job I really like""'}",Cooperation,"Cooperation best fits a shared aim of landing a job one really likes, because coordinated help (questioning, resource-sharing, introductions) can accelerate progress for both parties while revealing how situational constraints and personal dispositions shape behavior.","By conversation end, clearly state my top 3 must-have job attributes, name 2 target roles and 3 target companies, and secure the mentor’s commitment to make 1 warm introduction within 7 days.","Within the conversation, ask at least 5 probing questions to elicit preferences, deliver an agreed summary of the mentee’s fit and priorities, provide 2 concrete resources (e.g., job leads or portfolio feedback), and commit to 1 warm introduction with a scheduled follow-up date.","""Having a job I really like""",Early-career job seeker (Mentee),Experienced mentor (Career Coach)
"{'Abbreviation': 'Firm values', 'Full label': '""Having firm values""'}",Identity Recognition,"Identity Recognition is chosen because having firm values is central to one’s self-concept. The agents will make their values explicit, seek to be accurately understood, and affirm each other’s identities. The goals are operationalized with clear, observable criteria so success can be evaluated in dialogue.","State exactly three core personal values, provide one concrete past-behavior example for each value, and receive explicit acknowledgment from Agent 2 that they understand and respect these three values.","Elicit and accurately paraphrase Agent 1’s three values to Agent 1’s satisfaction, then state two non-negotiable personal values with one concrete example each, and collaboratively propose and agree on a one-sentence shared principle reflecting overlap between both agents’ values.","""Having firm values""",Principled Advocate — articulates and illustrates core values and seeks recognition of them.,"Empathic Interviewer — draws out, mirrors, and validates the other’s values before sharing their own and proposing common ground."
"{'Abbreviation': 'Aspirations', 'Full label': '""Achieving my aspirations""'}",Cooperation,"Cooperation best fits because achieving aspirations typically requires joint planning, resource exchange, and mutual accountability. The personal goals are concrete and measurable (SMART actions, resources promised, milestones), enabling later evaluation. The roles are designed to surface attributional reasoning: the mentee tends to internalize causes for outcomes, while the mentor explicitly distinguishes dispositional traits from situational constraints and helps reattribute where useful.","By the end of the conversation, clearly state two long-term aspirations and one 12-month objective; describe one past success and one setback; identify at least two internal traits and two external factors that affected progress; request at least two concrete resources or introductions; commit to three SMART next actions with deadlines; and agree to a follow-up date.",Elicit the mentee’s values and clarify their aspirations into a 12-month objective; differentiate internal vs. external causes in the mentee’s narratives and offer at least one constructive reattribution; propose two viable strategy pathways with pros/cons; commit to providing at least two concrete resources or introductions; co-create two measurable milestones and a check-in date; and summarize the agreed plan.,"""Achieving my aspirations""","Aspirant (mentee): Growth-motivated goal-seeker who tends to make internal attributions for setbacks; responsible for articulating aims, requesting support, and committing to actions.","Mentor-Coach (resource broker): Supportive, evidence-based guide who emphasizes situational analysis and realistic planning; responsible for probing questions, reframing attributions, offering resources, and establishing accountability."
"{'Abbreviation': 'Having friends', 'Full label': '""Having friends I love , close companionship""'}",Relationship Building,Chose Relationship Building because the shared aim is to move from acquaintance to close companionship. Agent 1 leads with vulnerability and initiative; Agent 2 builds trust via attentive validation and reciprocal disclosure. Each goal is measurable within a single conversation.,"By the end of the conversation, share 2 meaningful personal stories that reveal core values or recent life events, ask 1 direct question about what matters most to the other person, and propose 1 concrete hangout (specific activity/date) and obtain an explicit yes or clear next step.","Demonstrate interest and reciprocity by asking at least 3 open-ended questions, reflecting back the other’s feelings twice, sharing 1 personal vulnerability/value of their own, and either accepting or counter-proposing a specific next meetup plan.","""Having friends I love , close companionship""",Warm Initiator (Vulnerability-Leader),Attentive Confidant (Validator-Reciprocator)
"{'Abbreviation': 'Ethical', 'Full label': '""Being an ethical person""'}",Conflict Resolution,"We choose Conflict Resolution to surface attribution dynamics: one agent initially explains a questionable act via situational pressures, while the other emphasizes dispositional responsibility and norms. Resolving this moral disagreement around a policy breach aligns with the shared goal of being ethical by requiring acknowledgement, apology, and preventive safeguards.","As the team lead who bypassed code review, get the other agent to (1) explicitly acknowledge that deadline pressure and ambiguous guidance contributed to my choice, and (2) agree with me on at least two concrete safeguards we will start this week to prevent repeats.","As the ethics champion colleague, secure from the other agent (1) a clear admission that bypassing review violated policy, (2) an unqualified apology, and (3) a specific, time-bound commitment stated in the conversation to a corrective behavior (e.g., no merges without peer review for the next 4 weeks).","""Being an ethical person""",Team Lead under deadline pressure (situational defender),Peer Ethics Champion/Compliance Advocate (norm enforcer)
"{'Abbreviation': 'Close children', 'Full label': '""Being close to my children""'}",Cooperation,"Cooperation best fits because two co-parents must jointly craft routines and agreements that enable sustained closeness between the children and each parent. The personal goals are complementary, concrete, and verifiable through explicit commitments made in conversation.","As the non-custodial parent, secure by conversation’s end the other parent’s explicit agreement to: (1) a fixed weekly schedule of Wed 6–8pm dinner and Sun 10am–6pm day with the children, (2) a nightly 10-minute video call on travel days, and (3) using a shared calendar for all plans; verify by having the other parent summarize these three commitments back.","As the custodial parent, obtain the other parent’s explicit commitment to: (1) uphold an 8:30pm school-night bedtime at both homes, (2) ensure homework is completed before any screen time at both homes, and (3) provide 24+ hours notice for schedule changes except emergencies; verify by recording these rules in the shared calendar notes and getting a clear yes to each item.","""Being close to my children""",Non-custodial parent seeking increased involvement and quality time; time-constrained but motivated to co-plan.,Custodial parent prioritizing stability and routines; gatekeeper of schedules aiming to align rules across homes.
"{'Abbreviation': 'Being intelligent', 'Full label': '""Being intelligent""'}",Identity Recognition,"The shared goal ""Being intelligent"" most directly maps to Identity Recognition: both agents want their intelligence to be acknowledged. Assigning asymmetric roles (mentor vs. learner) creates clear, observable behaviors that invite and grant attributions of intelligence. The personal goals are defined with explicit, countable conversational markers (acknowledgments, correct solutions, paraphrases) so achievement can be evaluated from dialogue alone.","Elicit at least two explicit acknowledgments from Agent 2 that Agent 1 is intelligent (keywords such as 'smart', 'clever', 'insightful', 'brilliant', or 'intelligent') and have Agent 2 accurately paraphrase one of Agent 1's explanations in their own words.",Demonstrate intelligence by correctly solving at least two reasoning prompts posed by Agent 1 (as confirmed by Agent 1 in the dialogue) and elicit at least one explicit acknowledgment from Agent 1 that Agent 2 is intelligent (using the same keyword set).,"""Being intelligent""",Socratic Mentor: poses probing reasoning questions and offers concise explanations to showcase intellectual guidance.,"Analytical Learner: tackles the mentor’s prompts, asks clarifying questions, and demonstrates quick, logical thinking."
"{'Abbreviation': 'Stable family life', 'Full label': '""Having a stable , secure family life (with my spouse or children , or both)""'}",Cooperation,"Cooperation best fits because achieving a stable, secure family life requires joint planning and coordinated action. The personal goals translate the shared aim into complementary, measurable outputs—one agent secures structure for daily routines, the other secures financial systems—making success verifiable in conversation.","By the end of the conversation, co-create and obtain explicit verbal agreement on a weekday family routine that specifies: (1) who handles school/daycare drop-off and pickup Monday–Friday, (2) a fixed 30-minute nightly check-in time, and (3) a named backup caregiver for emergencies; summarize the plan aloud and receive a clear confirmation (e.g., the other agent says “yes, I agree”).","By the end of the conversation, secure explicit agreement on a monthly household budget system that includes: (1) a fixed emergency-fund auto-transfer amount, (2) spending caps for at least three discretionary categories, and (3) who pays which recurring bills and on what dates; restate these items and obtain a clear confirmation (e.g., the other agent says “yes, I agree”).","""Having a stable , secure family life (with my spouse or children , or both)""","Household Operations Coordinator (structures daily schedules, proposes routines, and checks for clear commitments)","Financial Stability Lead (sets financial safeguards, proposes budget rules, and confirms accountability for payments)"
"{'Abbreviation': 'Content with myself', 'Full label': '""Being happy , content with myself , having inner harmony , freedom from inner conflict""'}",Conflict Resolution,"Chosen: Conflict Resolution, because the shared goal centers on reducing intrapersonal conflict to achieve inner harmony. The agents adopt complementary roles (client–coach) that enable attributional reframing and concrete conflict-mapping. Each personal goal is specific, observable, and checkable within the dialogue (naming parts/needs, listing triggers, reframing attributions, and agreeing on a SMART practice plus a calmness rating shift).","By the end of the conversation, (a) name the two parts of self in conflict and their core needs, (b) list at least 3 concrete situational triggers of the conflict, (c) reframe at least 2 self-blaming (dispositional) statements into situationally nuanced explanations, (d) choose and verbalize one SMART daily practice for the next 7 days to support inner harmony, and (e) report a calmness/inner-harmony rating increase of at least 2 points (on a 1–10 scale) from start to finish.","Facilitate resolution by (a) eliciting and summarizing the two internal parts and their needs, (b) guiding the identification of 3+ situational triggers, (c) prompting at least 2 dispositional-to-situational attribution reframes, (d) proposing or co-designing one evidence-based SMART micro-practice, and (e) securing an explicit verbal commitment and a reported calmness rating shift of ≥2 points by session end.","""Being happy , content with myself , having inner harmony , freedom from inner conflict""","Conflicted individual (self-critical perfectionist) seeking inner harmony; shares experiences and feelings, evaluates options, and selects an action plan.","Attribution-focused coach/mediator using reflective listening, Socratic questions, and brief skills training to reframe attributions and co-create a conflict-resolution plan."
"{'Abbreviation': 'Others to rely', 'Full label': '""Having others to rely on""'}",Relationship Building,"Chosen to emphasize building trust and reciprocal expectations so each agent can depend on the other. The agents will negotiate a concrete, mutual backup arrangement that tests and strengthens reliability, making success measurable in conversation.","By conversation end, secure a mutual backup agreement covering two specific upcoming tasks within the next two weeks; confirm preferred contact channel and response-time expectations; and make one concrete reciprocal offer that Agent2 explicitly accepts.","Assess Agent1’s dependability by asking at least two questions about past follow‑through; set explicit boundaries (maximum coverage hours and minimum notice) and document them; and agree only to a limited trial with a scheduled check‑in date if reciprocity is clear, otherwise propose an alternative support structure.","""Having others to rely on""","New team member seeking a dependable work buddy; proactive trust-builder who discloses needs, proposes specifics, and offers reciprocity.",Experienced team member and boundary-setter; cautious evaluator who clarifies expectations and ensures commitments are sustainable before agreeing.
"{'Abbreviation': 'Stability', 'Full label': '""Having stability in life , avoiding change , adhering to my ways and life style""'}",Cooperation,"Cooperation is chosen because both agents share the desire to preserve a stable lifestyle and must coordinate their actions and expectations to maintain it. The personal goals are concrete, observable commitments that can be confirmed or not in dialogue, and the roles shape how each agent pursues stability—one by asserting boundaries, the other by translating preferences into repeatable processes.","Obtain a clear verbal commitment from Agent2 to keep our current wake time (6:30 a.m.), meal times (12:30 p.m. and 7:00 p.m.), and chore split unchanged for the next 60 days, plus a rule that any proposed deviation requires 48 hours’ notice and my explicit consent; success if Agent2 repeats these terms back and agrees.","Get Agent1 to agree to a written 'Stability Plan' that (a) documents the current routine in a shared calendar, (b) sets a 10-minute weekly check-in to prevent drift, and (c) defines two contingency procedures (for an unexpected visitor and for a work overtime request) that preserve core routines; success if Agent1 approves the plan items during the conversation.","""Having stability in life , avoiding change , adhering to my ways and life style""","Stability Advocate and Boundary Setter—prioritizes preserving the status quo, secures commitments, and resists deviations.","Routine Facilitator and Systems Planner—translates stability preferences into schedules, check-ins, and contingency procedures to keep routines intact."
"{'Abbreviation': 'Being affectionate', 'Full label': '""Being affectionate toward others""'}",Relationship Maintenance,Relationship Maintenance best fits because affectionate communication sustains closeness and trust in an ongoing relationship; the goals are concrete and measurable in dialogue.,"Express at least 3 specific affirmations about the other’s qualities or recent actions, recall 1 positive shared memory, ask 2 open-ended questions about how they prefer to receive affection, and explicitly check consent before suggesting any physical affection.","Acknowledge and reflect the other’s feelings at least twice, reciprocate with at least 2 specific affirmations, state 1 clear boundary and 1 preference for receiving affection, and propose 1 small ongoing affectionate ritual (e.g., a nightly check-in) and seek explicit agreement.","""Being affectionate toward others""",Affection Initiator and Consent-Seeker (leads with verbal warmth and invites preferences),"Affection Responder and Preference-Articulator (validates, reciprocates, states boundaries, proposes routine)"
"{'Abbreviation': 'Flexibility', 'Full label': '""Having flexibility of viewpoint , being broad-minded , open""'}",Information Acquisition,"The shared goal (being flexible, broad‑minded, open) is best operationalized through Information Acquisition: agents intentionally seek, surface, and integrate multiple viewpoints. The roles and goals below make openness observable and measurable via questions asked, paraphrasing accuracy, consideration of counter‑evidence, and explicit updates to one’s stance.","By the end of the conversation, ask at least 3 open-ended questions about the other’s reasoning, accurately paraphrase their viewpoint once including at least 2 nuances or caveats they mention, and explicitly state one condition that would change or soften my initial position.","Present at least 2 distinct angles on the topic (including one that challenges my own prior belief), support them with one personal example and one general principle or external reference, and invite critique by asking the other to identify one strength and one weakness in my framing.","""Having flexibility of viewpoint , being broad-minded , open""","Perspective-Seeking Interviewer (elicits reasoning, checks understanding, states potential belief-revision conditions)","Reflective Counterpointer (offers multiple perspectives, self-critiques, and prompts the other to evaluate and refine the views)"
"{'Abbreviation': 'Being self-sufficient', 'Full label': '""Being independent , self-reliant , self-sufficient""'}",Cooperation,"Cooperation best fits because achieving independence and self-sufficiency as a dyad benefits from coordinated planning and complementary responsibilities. One agent drives financial structure; the other drives practical skill-building, aligning efforts to reduce external reliance.","By the end of the conversation, secure explicit agreement to: (a) a shared monthly budget with category caps totaling no more than $1,800, (b) no parental money starting next month, and (c) using a shared expense app with a weekly 15-minute check-in.","By the end of the conversation, secure explicit agreement to: (a) a self-sufficiency plan listing at least three skills (e.g., cooking, basic home repair, finance tasks) with owners and dates, (b) replacing at least two paid conveniences with DIY alternatives, and (c) splitting the cost of a basic repair toolkit this month.","""Being independent , self-reliant , self-sufficient""",Budget-focused Planner and Accountability Partner,Skills-oriented Implementer and Peer Coach
"{'Abbreviation': 'Educational degree', 'Full label': '""Obtaining an advanced educational degree""'}",Cooperation,"Cooperation best fits because obtaining an advanced degree often requires coordinating resources, timelines, and authorship with collaborators. The personal goals are framed as explicit, checkable commitments (dates, quantities, authorship order) that can be validated by what is agreed upon in the conversation. The roles create interdependence—one controls experimental inputs while the other delivers analytical outputs—driving cooperative negotiation.","By the end of the conversation, secure Agent2’s explicit commitments to: (1) allocate the confocal microscope to the joint project for 6 total hours per week over the next 4 weeks, (2) deliver a raw data package with at least 180 usable samples by a specific date within 14 days (stated during the conversation), and (3) confirm authorship order for the machine-learning paper as Agent1 first author and Agent2 second author.","By the end of the conversation, obtain Agent1’s explicit commitments to: (1) preregister the analysis plan on OSF within 7 days and share the link, (2) provide a reproducible analysis pipeline (README + scripts) within 10 days of receiving the dataset, and (3) designate Agent2 as first author on a separate experimental-methods paper derived from the dataset and include two Agent2-prepared figures in the joint paper.","""Obtaining an advanced educational degree""","Data-modeling graduate student nearing thesis defense, responsible for statistical analysis and paper drafting; depends on experimental data to finish the degree.",Experimental graduate student managing lab equipment and data collection; controls access to resources and negotiates data delivery and authorship.
"{'Abbreviation': 'Avoiding rejection', 'Full label': '""Avoiding rejection by others""'}",Relationship Maintenance,Relationship Maintenance fits the shared goal of avoiding rejection because it centers on preserving acceptance and stability within an ongoing social connection. The agents will exchange inclusion signals and align on norms to keep the relationship intact.,"Obtain explicit confirmation of acceptance (e.g., hearing a clear inclusion statement) and secure one concrete next step together (e.g., scheduled task or invitation) by the end of the conversation.",Maintain group harmony by providing at least one explicit reassurance of inclusion and eliciting one clear commitment from the newcomer to a specific group norm or upcoming activity.,"""Avoiding rejection by others""","Anxious Newcomer: highly self-monitoring, seeks reassurance, uses tentative language, and asks for feedback.","Group Coordinator/Mentor: warm but standards-focused, offers inclusion cues, clarifies expectations, and tests commitment."
"{'Abbreviation': 'Decisions for others', 'Full label': '""Being in a position to make decisions for others""'}",Competition,"Chosen to model Competition because both agents seek authority to decide for others and must claim/defend decision rights against each other. The personal goals are phrased as explicit, checkable commitments that can be achieved (or not) within a two-person conversation. Roles position one agent to argue from outcomes/customer value and the other from feasibility/risk, shaping how each competes for decision rights.","Within the conversation, obtain the other agent’s explicit verbal agreement that I am the primary decision-maker for product backlog ordering and sprint commitments, and secure their agreement to co-author a message to the team today stating that I own backlog priority and sprint commitments.","Within the conversation, avoid conceding sole authority and instead obtain the other agent’s explicit verbal agreement that I own task assignments and technical scope and have veto power over any sprint commitment that exceeds capacity, and secure their agreement to co-author a message to the team today stating that division of authority.","""Being in a position to make decisions for others""",Incoming Product Manager seeking to consolidate decision authority over priorities and commitments,"Senior Engineering Lead asserting authority over technical scope, staffing, and feasibility constraints"
"{'Abbreviation': 'Looking distinguished', 'Full label': '""Carrying myself well , looking distinguished""'}",Identity Recognition,"The shared goal centers on self-presentation and how one is perceived by others, which aligns directly with Identity Recognition. The agents’ personal goals operationalize recognition exchanges: the client aims to be explicitly recognized as “distinguished,” while the consultant seeks recognition of their authority. Both goals include concrete, testable markers that can be evaluated from dialogue content (explicit wording, number of recommendations, commitments, and scheduling). Their roles (client vs. authority) structure influence and deference dynamics that are central to attribution processes.","As the client, obtain by conversation’s end: (a) an explicit statement from the consultant describing me as “distinguished” at least once; (b) a 3-point, time-bound action plan (one posture cue, one wardrobe change, one conversational tactic) I will follow; and (c) a scheduled follow-up check-in date/time.","As the consultant, secure by conversation’s end: (a) the client’s explicit acknowledgment of my expertise (e.g., “I trust your judgment” or similar); (b) the client’s commitment to implement at least two of my recommendations as-is within one week; and (c) the client’s agreement to provide a brief testimonial or referral after the follow-up.","""Carrying myself well , looking distinguished""",Rising executive (client) seeking to be perceived as distinguished,Image consultant and etiquette mentor seeking recognition as an authority
"{'Abbreviation': 'Knowing myself', 'Full label': '""Knowing myself , being in touch with myself""'}",Identity Recognition,"The shared goal emphasizes self-knowledge, so Identity Recognition is the best fit. Agent 1 is positioned to actively construct a clear identity snapshot, while Agent 2's role is to elicit, mirror, and validate that snapshot. Each personal goal includes specific, observable actions that can be scored during dialogue.","By the end of the conversation, produce a concise self-statement that includes: (a) 3 core personal values, (b) 2 recurring emotional triggers, and (c) 1 clear boundary; provide 1 recent example for each; explicitly request feedback once and revise at least one element based on that feedback.","Facilitate Agent 1’s identity clarity by: asking at least 5 open-ended, non-leading questions; delivering at least 2 accurate paraphrases; presenting a 2–3 sentence mirror statement naming values, motives, and patterns; checking for accuracy and obtaining confirmation or correction; and briefly modeling vulnerability by sharing 1 of your own values with a concrete example.","""Knowing myself , being in touch with myself""","Introspective Seeker (self-explorer focused on articulating values, triggers, and boundaries)","Reflective Facilitator (coach-like partner who elicits, mirrors, synthesizes, and validates identity themes)"
"{'Abbreviation': 'Money', 'Full label': '""Making a lot of money""'}",Cooperation,"Chose Cooperation because both agents share the end goal of making money but must align on strategy. The personal goals are concrete, time-bound, and measurable by whether explicit agreements are reached during the conversation (budget size and timing, validation thresholds, tasks).","Obtain Agent 2's explicit agreement to launch a paid acquisition campaign within 2 weeks with a $50,000 budget over 3 months, managed by Agent 1, targeting CAC ≤ $40 and a revenue goal ≥ $200,000 in 6 months.","Obtain Agent 1's explicit agreement to cap marketing spend at ≤ $15,000 until MVP v1.1 ships in 6 weeks and until 100 paying users with 4-week retention ≥ 40% are achieved, and to conduct at least 3 customer interviews per week until that threshold.","""Making a lot of money""","Growth-oriented marketer/cofounder (risk-seeking, persuasive, focused on rapid scale and brand exposure).","Frugal product engineer/cofounder (risk-averse, data-driven, focused on validation and product quality)."
"{'Abbreviation': 'Mechanical ability', 'Full label': '""Having mechanical ability""'}",Cooperation,"Cooperation best fits because developing and demonstrating mechanical ability is achieved most reliably by jointly executing a concrete repair while coordinating roles. The novice’s goal is framed as measurable task completion and knowledge articulation; the mentor’s goal is framed as enabling performance through guidance, checks, and safety without taking over, allowing clear evaluation in dialogue.","As the novice, successfully replace one V-brake pad on a bicycle: (1) correctly identify pad wear, (2) choose the correct tool (5 mm Allen key), (3) carry out at least four discrete steps without the mentor naming them (loosen, remove, align toe-in, tighten, test), and (4) accurately summarize two final safety checks (lever feel and pad alignment) by the end of the conversation.","As the mentor, enable the novice to complete the brake pad replacement while remaining the primary actor: ask at least three check-for-understanding or diagnostic questions, give no more than two direct instructions in a row, provide at least one safety warning, correct at least one misconception if it appears, and end by eliciting a complete recap of the procedure from the novice.","""Having mechanical ability""",Apprentice cyclist seeking hands-on mechanical competence and willing to take the lead under guidance.,"Experienced bike mechanic mentor using Socratic prompts to guide, ensure safety, and assess understanding without taking over."
"{'Abbreviation': 'Romantic experiences', 'Full label': '""Having romantic experiences""'}",Relationship Building,"Relationship Building best fits because the agents are jointly trying to transform an existing acquaintance into a consensual romantic connection. The roles and goals make it possible to evaluate success via clear conversational markers (offers, questions, boundaries, and explicit acceptance/decline), while also allowing attributional interpretations of each agent’s behavior (dispositional interest vs. situational caution).","By the end of the conversation, propose at least two concrete date options (activity + day/time), express romantic interest clearly, and secure an explicit yes to one option along with confirmed logistics (time and place).","By the end of the conversation, assess comfort and compatibility by asking at least three clarifying questions (e.g., intentions, pace, boundaries), then either (a) accept one specific date option and state one boundary/expectation, or (b) decline clearly with a reason.","""Having romantic experiences""","Initiator-Planner: proactively signals interest, frames concrete options, and adapts proposals based on the other’s comfort and feedback.","Evaluator-Boundary Setter: probes intentions and logistics, articulates needs/limits, and grants or withholds commitment based on perceived fit and comfort."
"{'Abbreviation': 'Being likeable', 'Full label': '""Being likeable , making friends , drawing others near""'}",Relationship Building,"The shared goal centers on making friends and being likable, which aligns most directly with Relationship Building. The personal goals are operationalized as observable, countable conversational behaviors (questions asked, details shared, compliments, proposals for future interaction) so they can be evaluated later. The roles are complementary: a proactive connector who facilitates warmth and an open sharer who reciprocates and reveals self, both conducive to drawing others near.","As the proactive connector, within the conversation: ask at least 5 open-ended questions; reflect back (paraphrase) 2 emotions or values the other mentions; identify 1 shared interest and propose a specific micro-plan tied to it (e.g., a short future activity); secure a clear verbal response (yes or an alternative).","As the open sharer, within the conversation: disclose 3 meaningful personal details (one hobby, one recent experience, one aspiration); offer 2 sincere, specific compliments or affirmations; ask at least 3 reciprocal questions; agree to a low-commitment follow-up or propose an alternative time/activity if more comfortable.","""Being likeable , making friends , drawing others near""","Event Host / Warm Connector (initiates contact, includes others, and gently steers toward common ground)","Newcomer Attendee / Open Sharer (responsive, self-disclosing, reciprocates interest to build rapport)"
"{'Abbreviation': 'Life’s limitations', 'Full label': '""Accepting life’s limitations""'}",Cooperation,"Cooperation is chosen because accepting life’s limitations benefits from two people actively aligning on realistic expectations, co-creating strategies, and offering mutual support. This category foregrounds joint problem-solving rather than advice-giving or competition, matching the shared aim of adaptive acceptance.","By the end of the conversation, co-create a written list of at least 3 specific personal limitations they both face (e.g., time, energy, resources), propose 2 concrete boundaries or routines that respect those limits, and secure the other agent’s explicit verbal commitment to trial at least 1 boundary/routine over the next week.","By the end of the conversation, receive explicit acknowledgment of 2 core values or aspirations (e.g., creativity, family, growth), successfully reframe 1 perceived limitation into a constructive narrative that preserves dignity, and agree on 1 practical step that maintains a valued pursuit while fitting within a stated limit, confirmed by the other agent saying they recognize and respect this value.","""Accepting life’s limitations""",Realist Facilitator — a structure-oriented collaborator who guides boundary-setting and turns acceptance into actionable plans.,Value-Driven Optimist — an identity-focused collaborator who safeguards meaning and hope while adapting goals to real constraints.
