base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario
"{'Abbreviation': 'Being innovative', 'Full label': '""Changing my ways , being innovative in the way I live my life""'}",Relationship Building,"The shared goal 'Changing my ways, being innovative in the way I live my life' involves personal transformation and innovation, which can be supported by interpersonal dynamics. The social goal category 'Relationship Building' is chosen because fostering new or deeper relationships can provide the encouragement, accountability, and fresh perspectives needed for such change. Each agent is assigned a distinct personal goal reflecting their perspective: Agent 1 seeks validation for their innovative ideas, while Agent 2 aims to inspire change through their experience. Their roles—'Innovative Thinker' and 'Experienced Mentor'—reflect their contributions to the shared goal.",To gain validation and support for their innovative ideas from the other agent.,To inspire and guide the other agent toward meaningful change based on their own experiences.,"""Changing my ways , being innovative in the way I live my life""",Innovative Thinker,Experienced Mentor,"{'scenario_context': '[Agent 1], an Innovative Thinker, meets [Agent 2], an Experienced Mentor, over coffee at a quiet café to discuss lifestyle changes. The atmosphere is relaxed and inviting, fostering openness and trust. Both share the goal of embracing innovation and meaningful change in their lives. [Agent 1] seeks validation and support for their unconventional ideas, while [Agent 2] aims to inspire and guide [Agent 1] by drawing from their own transformative experiences. Their collaborative environment ensures goals are aligned and easily attainable.', 'explanation': ""The context establishes a cooperative setting where alignment is natural, fitting the 'Easy' difficulty level. The café provides a neutral, comfortable space for discussion, while their roles clearly reflect their motivations without introducing tension.""}"
"{'Abbreviation': 'Being creative', 'Full label': '""Being creative (e.g. , artistically , scientifically , intellectually)""'}",Competition,The chosen social goal category 'Competition' aligns well with the shared goal of 'Being creative' as it allows us to explore how agents with contrasting personal goals interact creatively in a competitive context. This setup can reveal how dispositional traits and situational competition influence creative collaboration.,To create the most innovative artwork that stands out and receives acclaim.,To produce a technically superior piece of work that showcases mastery and precision.,"""Being creative (e.g. , artistically , scientifically , intellectually)""",Avant-garde Artist,Technical Illustrator,"{'scenario_context': '[Agent 1], an Avant-garde Artist, and [Agent 2], a Technical Illustrator, are collaborating on a public art project for a local community center. Their shared goal is to create a mural that embodies creativity and inspiration for the neighborhood. [Agent 1] aims to design the most innovative and standout artwork that will capture public attention and acclaim, while [Agent 2] focuses on ensuring the mural is technically flawless, with precise execution and mastery of artistic techniques. The project is well-funded, and both agents have ample time and resources to combine their strengths harmoniously.', 'explanation': ""This scenario is designed to be easy as the agents' goals—innovation and technical excellence—are complementary rather than conflicting. The supportive environment (funding, time, and resources) further reduces tension, allowing them to collaborate effectively toward their shared creative goal.""}"
"{'Abbreviation': 'Physical ability', 'Full label': '""Having physical ability , agility""'}",Cooperation,"The chosen social goal category is 'Cooperation' because achieving physical ability and agility often requires teamwork and mutual support. The agents' personal goals reflect their individual motivations within this cooperative framework, while their roles shape how they interact to achieve both their personal and shared goals.",To improve personal endurance through shared training sessions,To refine agility techniques by teaching and learning from a partner,"""Having physical ability , agility""",Motivated Trainee,Supportive Mentor,"{'scenario_context': 'At a local park’s fitness area, [Agent 1] (Motivated Trainee) and [Agent 2] (Supportive Mentor) meet for their scheduled workout session. The park offers various exercise stations suitable for endurance and agility training. Both agents share the goal of improving physical ability and agility, with [Agent 1] aiming to enhance personal endurance through guided exercises while [Agent 2] seeks to refine their agility techniques by demonstrating and teaching these skills to [Agent 1]. The setting is relaxed, with good weather and ample space for cooperative training.', 'explanation': ""The context sets up an easy, cooperative scenario where both agents' goals are naturally aligned—training together fosters endurance (for Agent 1) and agility refinement (for Agent 2). The park provides a neutral, supportive environment conducive to collaboration.""}"
"{'Abbreviation': 'Being in love', 'Full label': '""Being in love""'}",Relationship Maintenance,"For the shared goal 'Being in love', the most relevant social goal category is 'Relationship Maintenance', as it involves nurturing and sustaining romantic connections. Each agent will have distinct personal goals that reflect their perspective while aligning with the broader theme of love and commitment.",Feel emotionally secure by receiving consistent reassurance from their partner.,Demonstrate love and commitment through acts of kindness and verbal affirmations.,"""Being in love""",Seeker of Emotional Security,Expressive Caregiver,"{'scenario_context': ""Agent 1 and Agent 2 are in a committed romantic relationship and have planned a quiet evening at home together. Agent 1 seeks emotional security and hopes to receive consistent reassurance from Agent 2 during their time together. Agent 2, who naturally expresses love through acts of kindness and verbal affirmations, intends to demonstrate their commitment by planning small surprises and openly sharing their feelings. The shared goal of 'being in love' is easily aligned, as both agents are motivated to nurture their relationship."", 'explanation': ""The scenario is designed to facilitate cooperative interaction with minimal tension, reflecting an Easy difficulty level. Agent 1's need for reassurance aligns with Agent 2's expressive nature, allowing both individual goals to be met effortlessly while reinforcing their shared goal of maintaining a loving relationship.""}"
"{'Abbreviation': 'Avoiding rejection', 'Full label': '""Avoiding rejection by others""'}",Relationship Maintenance,"To explore how dispositional traits and situational factors interact in shaping social behavior under the shared goal of avoiding rejection by others, we selected the social goal category of 'Relationship Maintenance'. This category aligns closely with the shared goal, as maintaining relationships inherently involves actions aimed at preventing rejection. Each agent's personal goal reflects their unique perspective within this context, allowing for evaluation based on their conversational success.",Ensure continued approval and validation from the other agent by maintaining harmony and avoiding disagreement.,Prevent the deterioration of social bonds by managing impressions and demonstrating likability.,"""Avoiding rejection by others""",People-Pleaser,Impression Manager,"{'scenario_context': 'Agent 1 and Agent 2 are colleagues working together on a low-stakes office project. They meet in a casual break room to discuss their progress and coordinate tasks. Both agents want to ensure their collaboration remains pleasant and free of conflict in order to maintain mutual approval and avoid social rejection.', 'explanation': 'The scenario is designed to be easy as the goals of both agents are cooperative and aligned—both want to maintain positive social bonds and approval without disagreement or tension.'}"
"{'Abbreviation': 'Taking care of family', 'Full label': '""Taking care of my parents , siblings , grandparents""'}",Cooperation,"We selected 'Cooperation' as the social goal category because the shared goal of 'Taking care of parents, siblings, grandparents' inherently requires collaborative effort and mutual support among family members. Each agent will have distinct personal goals that align with their roles and motivations while contributing to the shared goal.",To ensure that all family members receive equitable attention and care by organizing a fair division of responsibilities.,"To advocate for the specific needs of grandparents, ensuring they receive specialized care and emotional support.","""Taking care of my parents , siblings , grandparents""",Family Care Coordinator,Grandparent Advocate,"{'scenario_context': 'A family has gathered to discuss the care of their aging parents, siblings, and grandparents. [Agent 1], the Family Care Coordinator, aims to create a balanced schedule where all family members share responsibilities equally, ensuring no one is overburdened. Meanwhile, [Agent 2], the Grandparent Advocate, is particularly concerned about addressing the emotional and medical needs of their grandparents, believing they require more personalized attention. Both agents are committed to working together harmoniously to ensure all relatives receive proper care.', 'explanation': 'This scenario sets up a cooperative context where both agents share the overarching goal of caring for their family members. While their individual goals differ slightly—fair distribution versus specialized care—the easy difficulty ensures their objectives are compatible and can be aligned with minimal tension.'}"
"{'Abbreviation': 'Standing up for beliefs', 'Full label': '""Standing up for my beliefs""'}",Identity Recognition,"The chosen social goal category is 'Identity Recognition' because standing up for one's beliefs is closely tied to asserting and validating personal identity. Each agent will have distinct personal goals that reflect their unique perspectives on how to uphold their beliefs, while their social roles will shape their interaction styles.",To confidently articulate their beliefs in a way that garners respect and validation from others.,"To challenge societal norms through their beliefs, aiming to provoke thought and inspire change.","""Standing up for my beliefs""",The Assertor,The Provocateur,"{'scenario_context': ""At a community town hall meeting focused on discussing local environmental policies, [Agent 1] and [Agent 2] find themselves seated next to each other. The shared goal of standing up for their beliefs aligns with the meeting's purpose, providing a natural platform for both agents to express their views. [Agent 1], as The Assertor, aims to confidently articulate their well-researched stance on sustainable practices, seeking respect and validation from fellow attendees. Meanwhile, [Agent 2], as The Provocateur, plans to challenge conventional norms around economic growth versus environmental conservation, aiming to provoke thoughtful discussion and inspire others to reconsider their perspectives. The atmosphere is cooperative, with attendees generally open to listening and engaging respectfully."", 'explanation': ""The scenario places both agents in a common yet structured environment (town hall) where discussing beliefs is encouraged, aligning with their shared goal. Their individual goals—gaining validation versus provoking change—are naturally achievable without conflict, fitting the 'Easy' difficulty level.""}"
"{'Abbreviation': 'Wisdom', 'Full label': '""Having wisdom""'}",Information Acquisition,"The shared goal 'Having wisdom' aligns well with the social goal category 'Information Acquisition,' as wisdom often involves seeking and integrating knowledge from various sources. We will simulate two agents with distinct personal goals that reflect their unique motivations within this context. The first agent seeks wisdom through direct learning from others, while the second agent aims to validate their own understanding by teaching others. Their roles—'Seeker' and 'Mentor'—reflect these complementary approaches to acquiring wisdom.",To learn new perspectives and insights from others to enhance personal wisdom.,To solidify personal wisdom by explaining and teaching concepts to someone else.,"""Having wisdom""",Seeker,Mentor,"{'scenario_context': ""[Agent 1], a curious and open-minded Seeker, attends a community wisdom-sharing event where individuals gather to exchange insights and perspectives. [Agent 2], an experienced and knowledgeable Mentor, is facilitating a small discussion group at the event. Both agents share the goal of 'having wisdom,' with [Agent 1] eager to learn new perspectives to enhance personal understanding, while [Agent 2] aims to solidify their own wisdom by teaching and explaining concepts to others."", 'explanation': 'The context sets up a cooperative and aligned situation where both agents naturally engage in exchanging wisdom—an easy scenario where goals are compatible and attainable without tension.'}"
"{'Abbreviation': 'Being spontaneous', 'Full label': '""Being spontaneous""'}",Relationship Building,"The chosen social goal category 'Relationship Building' aligns well with the shared goal 'Being spontaneous' as spontaneity often fosters new connections and strengthens bonds. The first agent's personal goal focuses on bonding through spontaneous adventures, while the second agent aims to challenge their own rigidity by embracing spontaneity. Their roles reflect their motivations: one seeks excitement and connection, while the other works on personal growth.",Bond with the other agent by proposing and engaging in spontaneous activities.,Challenge personal tendencies of over-planning by actively participating in unplanned actions.,"""Being spontaneous""",Adventure Seeker,Rigid Planner Seeking Growth,"{'scenario_context': '[Agent 1] and [Agent 2] are longtime friends meeting for an unplanned afternoon hangout in a lively downtown area. The streets are bustling with pop-up cafes, street performers, and spontaneous events. Their shared goal is to embrace spontaneity by letting the day unfold without a rigid plan. [Agent 1], an Adventure Seeker, aims to bond further by proposing spontaneous activities like trying a new food truck or joining an improv street theater. Meanwhile, [Agent 2], a Rigid Planner Seeking Growth, confronts their discomfort with unpredictability by actively participating in these unplanned moments, challenging their usual reliance on schedules.', 'explanation': 'The context sets up a relaxed yet dynamic environment where both agents naturally align toward spontaneity while balancing their individual goals. The easy difficulty arises from the cooperative atmosphere and the absence of external tensions.'}"
"{'Abbreviation': 'Looking fit', 'Full label': '""Looking physically fit""'}",Relationship Building,"We selected 'Relationship Building' as the social goal category because achieving physical fitness often involves partnerships (e.g., workout buddies, diet accountability partners), where interpersonal dynamics play a key role in motivation and success. The agents' personal goals reflect differing perspectives on how to approach fitness while maintaining interpersonal harmony.",Convince the other agent to adopt a rigorous gym-based workout routine to achieve fitness goals efficiently.,"Promote a balanced approach combining moderate exercise with dietary changes, prioritizing sustainability over intensity.","""Looking physically fit""",Fitness Enthusiast (focused on discipline and measurable progress),Holistic Health Advocate (emphasizing long-term well-being and lifestyle integration),"{'scenario_context': ""Two colleagues, [Agent 1] and [Agent 2], meet during their lunch break at work. Both express interest in improving their physical fitness, but they have differing views on the best approach. The shared goal is to 'look physically fit,' and they decide to discuss their strategies to support each other. [Agent 1], a fitness enthusiast, prefers a strict gym-based workout routine to achieve quick results. Meanwhile, [Agent 2], a holistic health advocate, favors a balanced approach combining moderate exercise and dietary adjustments for sustainable long-term benefits. Their conversation takes place in a casual cafeteria setting, fostering an open and cooperative discussion."", 'explanation': ""The scenario sets up an interpersonal situation where both agents share the same overarching goal ('looking physically fit') but pursue it differently based on their roles ([Agent 1] as a Fitness Enthusiast and [Agent 2] as a Holistic Health Advocate). The easy difficulty level ensures the conversation remains cooperative, aligning with Relationship Building, and avoids conflict or high tension.""}"
"{'Abbreviation': 'Being ambitious', 'Full label': '""Being ambitious , hard-working""'}",Competition,"To investigate how dispositional traits and situational factors interact in shaping social behavior around a shared goal of 'being ambitious and hard-working,' we chose the social goal category 'Competition.' This category allows us to explore how agents with distinct personal goals and roles might balance cooperation (shared goal) with competition (social goal).","To outperform the other agent in achieving measurable professional milestones (e.g., promotions, accolades) to demonstrate superior ambition and work ethic.","To subtly undermine the other agent's achievements while maintaining appearances of collaboration, ensuring their own contributions are more visible.","""Being ambitious , hard-working""","Overachiever (openly competitive, seeks validation through explicit success metrics)","Calculative Collaborator (strategically competitive, prioritizes perception management)","{'scenario_context': ""[Agent 1] and [Agent 2] are colleagues at a competitive marketing firm where ambition and hard work are highly valued. Both agents have been assigned to co-lead a high-visibility client campaign, with the shared goal of delivering exceptional results to solidify their reputations as driven professionals. [Agent 1], an overachiever, aims to outperform [Agent 2] by securing measurable successes like client praise or executive recognition. [Agent 2], a calculative collaborator, seeks to subtly highlight their own contributions while downplaying [Agent 1]'s achievements, ensuring their work appears more impactful to upper management."", 'explanation': ""This context sets up a workplace scenario where competition is inherent but masked by collaboration, aligning with the goals and roles of the agents while maintaining an 'Easy' difficulty due to the straightforward professional setting.""}"
"{'Abbreviation': 'Educational degree', 'Full label': '""Obtaining an advanced educational degree""'}",Cooperation,"The chosen social goal category is 'Cooperation' because obtaining an advanced educational degree often requires collaborative efforts, mutual support, and shared resources among peers. This context allows for the exploration of how dispositional traits and situational factors influence cooperative behaviors.",To establish a reliable study partnership that enhances understanding of course material and improves academic performance.,"To gain access to diverse perspectives and resources by collaborating with peers, thereby enriching their own learning experience.","""Obtaining an advanced educational degree""",Dedicated Scholar - Focused on mastering the subject matter through structured collaboration and diligent study habits.,"Resourceful Networker - Skilled at connecting with others to pool knowledge and resources, optimizing collective learning outcomes.","{'scenario_context': ""Agent 1 and Agent 2 are graduate students enrolled in the same challenging advanced statistics course. They meet for the first time during a structured study group session organized by the university's academic support center. The semester is nearing its midpoint, and both are motivated to deepen their understanding of the material to excel in upcoming exams and projects. Agent 1 brings meticulously organized notes and a structured study plan, while Agent 2 arrives with supplementary resources gathered from various classmates and online academic forums. The university library provides a quiet study room reserved for their session, fostering an environment conducive to focused collaboration."", 'explanation': ""The context sets up a cooperative academic scenario where both agents share the overarching goal of academic success but approach it differently—Agent 1 through disciplined preparation and Agent 2 through resource aggregation. The setting (structured study group, mid-semester urgency, neutral library space) aligns with an 'Easy' difficulty level by facilitating goal alignment without inherent tension.""}"
"{'Abbreviation': 'Being passionate', 'Full label': '""Being really passionate about something""'}",Relationship Building,"To investigate how dispositional traits and situational factors shape social behavior around shared passion, we chose 'Relationship Building' as the social goal category. This allows us to explore how agents with distinct personal goals interact when both are passionate but have differing priorities—one seeking validation and the other aiming to inspire. The roles (Mentor/Enthusiast vs. Validation-Seeker) create natural tension while aligning with the shared goal.",To have their passion acknowledged as impressive by the other agent,To inspire the other agent to adopt their passion as a new interest,"""Being really passionate about something""",Validation-Seeker,Mentor/Enthusiast,"{'scenario_context': '[Agent 1], a Validation-Seeker, and [Agent 2], a Mentor/Enthusiast, meet at a casual gathering organized around hobbies and interests. Both are excited to discuss their passions—[Agent 1] hopes their enthusiasm will be acknowledged as impressive, while [Agent 2] aims to inspire [Agent 1] to take up their own favored activity. The setting is relaxed and cooperative, fostering open exchange.', 'explanation': 'A low-stakes social gathering provides an ideal environment for cooperative passion-sharing and relationship-building.'}"
"{'Abbreviation': 'Taking risks', 'Full label': '""Not being fearful , being able to take risks""'}",Relationship Building,"We selected 'Relationship Building' as the social goal category because the shared goal of 'not being fearful and being able to take risks' often requires trust and emotional support, which are foundational in relationship building. Each agent's personal goal reflects their unique motivation and perspective while contributing to this shared objective.",To encourage the other agent to take risks by providing reassurance and emphasizing past successes.,To express vulnerabilities and fears openly in order to receive validation and build confidence.,"""Not being fearful , being able to take risks""",Supportive Mentor,Apprehensive Learner,"{'scenario_context': ""Agent 1, a supportive mentor at a workplace, notices that Agent 2, their apprehensive colleague, hesitates to take initiative on projects due to fear of failure. They schedule a casual one-on-one meeting in a quiet office space to discuss Agent 2's concerns. Both agents share the goal of overcoming fear and embracing risks in professional growth. Agent 1 aims to reinforce Agent 2's confidence by reminding them of their past successes. Agent 2 hopes to openly share their anxieties and receive reassurance."", 'explanation': 'This context creates an easy, cooperative scenario where goals align naturally—Agent 1 provides support while Agent 2 seeks validation in a low-pressure environment.'}"
"{'Abbreviation': 'Setting examples', 'Full label': '""Setting good examples""'}",Relationship Building,"For the shared goal 'Setting good examples,' we chose the 'Relationship Building' social goal category because setting good examples often involves influencing others positively, which naturally fosters relationships. Each agent has a distinct personal goal aligned with their role—one focuses on mentoring and guidance (Teacher/Mentor), while the other emphasizes learning and emulation (Student/Novice). These goals can be evaluated based on how effectively they influence each other's behavior and attitudes in a conversation.",To mentor the other agent by demonstrating exemplary behavior and reinforcing positive values.,To learn from the other agent's example and apply those lessons to improve personal conduct.,"""Setting good examples""",Teacher/Mentor,Student/Novice,"{'scenario_context': ""[Agent 1], an experienced teacher/mentor, and [Agent 2], a student/novice, are participating in a community clean-up event organized by their local neighborhood. The shared goal is to set good examples by demonstrating teamwork, responsibility, and environmental stewardship. [Agent 1] aims to mentor [Agent 2] by actively showing exemplary behavior, such as diligently picking up litter and encouraging others politely. Meanwhile, [Agent 2] seeks to learn from [Agent 1]'s actions and apply these observations—such as maintaining positivity and persistence—to their own conduct throughout the event."", 'explanation': 'This scenario is designed to be easy as both agents have aligned goals ([Agent 1] wants to mentor through exemplary behavior, [Agent 2] wants to learn and improve) in a low-stakes, cooperative environment (community clean-up). The interaction naturally facilitates relationship building through shared values.'}"
"{'Abbreviation': 'Aspirations', 'Full label': '""Achieving my aspirations""'}",Relationship Building,"The chosen social goal category 'Relationship Building' aligns well with the shared goal 'Achieving my aspirations' because forming strong relationships can be instrumental in reaching personal aspirations through mutual support and collaboration. Each agent's personal goal reflects their unique perspective on how relationships can help them achieve their aspirations, and their social roles influence how they interact to build these relationships.",To establish a supportive network of peers who can provide guidance and opportunities aligned with my career aspirations.,To connect with individuals who share similar ambitions and can collaborate on projects that advance mutual goals.,"""Achieving my aspirations""",Mentee Seeking Guidance,Collaborative Peer,"{'scenario_context': 'At a university career networking event focused on fostering connections among students with similar aspirations, [Agent 1], a mentee seeking guidance, approaches [Agent 2], a collaborative peer, to initiate a conversation. The event aims to help students build professional relationships and achieve their career goals through mutual support. Both agents share an overarching aim of achieving their aspirations by strengthening their networks and collaborating on meaningful projects.', 'explanation': 'This setting provides a natural and low-pressure environment for the agents to engage in relationship-building. Both agents have aligned goals, with [Agent 1] seeking mentorship and peers for career growth and [Agent 2] looking for collaborators. Since the scenario difficulty is Easy, the structured networking event ensures compatibility and minimizes social friction.'}"
"{'Abbreviation': 'Firm values', 'Full label': '""Having firm values""'}",Relationship Building,"We chose 'Relationship Building' as the social goal category because 'having firm values' often involves aligning or negotiating personal beliefs with others, which is foundational in forming meaningful relationships. The agents' personal goals reflect their individual motivations within this context, while their roles shape how they interact.",To persuade the other agent to adopt their core values by providing logical reasoning and emotional appeals.,To find common ground between their values and the other agent's values while maintaining their own core principles.,"""Having firm values""",Advocate,Mediator,"{'scenario_context': ""At a community center's values discussion workshop, [Agent 1] and [Agent 2] are seated together at a table with materials meant to facilitate conversation about personal values. The workshop encourages participants to explore how their values influence their relationships and daily lives, fostering mutual understanding and stronger connections among community members."", 'explanation': 'The context naturally introduces a cooperative setting where both agents can discuss their values openly, aligning with their roles and goals. The community center workshop provides a neutral and supportive environment where [Agent 1] can advocate for their values persuasively while [Agent 2] seeks to mediate and find common ground.'}"
"{'Abbreviation': 'Being good looking', 'Full label': '""Being good looking""'}",Identity Recognition,"The shared goal 'Being good looking' can intersect with various social goal categories, but 'Identity Recognition' is particularly relevant as it involves how individuals perceive and seek validation for their self-concept, including physical appearance. This category allows for exploring how agents seek acknowledgment or validation of their appearance, which ties directly to the shared goal.",To receive compliments and validation from others about their appearance.,To have their unique sense of style and appearance acknowledged as distinctive.,"""Being good looking""",The Seeker of Validation,The Trendsetter,"{'scenario_context': ""Agent 1 and Agent 2 are attending a casual social gathering at a friend's apartment. Both agents are dressed stylishly, aiming to look their best. Agent 1 desires compliments and validation about their appearance from the attendees, while Agent 2 wants others to recognize their distinctive sense of style as unique."", 'explanation': ""The scenario creates an environment where Agents 1 and 2's goals naturally intersect, making their interactions likely to revolve around appearance and recognition.""}"
"{'Abbreviation': 'Arts', 'Full label': '""Appreciating the arts""'}",Relationship Building,"We selected 'Relationship Building' as the social goal category because 'Appreciating the arts' often involves subjective interpretations and emotional connections, making it conducive to forming new bonds or deepening existing ones. The personal goals are designed to reflect each agent's unique perspective while aligning with the shared goal, allowing for measurable outcomes in conversation (e.g., sharing opinions vs. seeking understanding). The roles of 'Art Enthusiast' and 'Casual Visitor' create complementary dynamics where one seeks validation and connection while the other explores new perspectives.","Persuade the other agent that their favorite art movement (e.g., Impressionism) is worthy of admiration.",Learn why certain art forms resonate emotionally with others to broaden their own appreciation.,"""Appreciating the arts""",Art Enthusiast,Casual Visitor,"{'scenario_context': '[Agent 1], an Art Enthusiast, and [Agent 2], a Casual Visitor, meet at a local art gallery showcasing various art movements. The gallery is quiet and inviting, with Impressionist paintings prominently displayed in one section. Both agents share the goal of appreciating the arts, but [Agent 1] aims to persuade [Agent 2] that Impressionism is particularly admirable, while [Agent 2] seeks to understand why certain art forms evoke emotional responses in others to expand their own appreciation.', 'explanation': 'This context sets up a simple, cooperative scenario where both agents are in a conducive environment for discussing art. The shared goal of appreciating the arts aligns naturally with their individual goals, making the interaction easy and straightforward.'}"
"{'Abbreviation': 'Mental health', 'Full label': '""Being mentally healthy""'}",Relationship Building,"To investigate how dispositional traits and situational factors shape social behavior in the context of mental health, we chose 'Relationship Building' as the social goal category. This category fits well with the shared goal of 'Being mentally healthy' as it emphasizes interpersonal connections that can support mental well-being. The two agents are assigned complementary personal goals that reflect their perspectives and motivations while contributing to the shared goal. Their social roles further shape their interactions.",To establish a supportive connection with the other agent by sharing personal struggles and offering empathy.,To gain confidence in expressing vulnerabilities and receiving emotional support from the other agent.,"""Being mentally healthy""",Peer Supporter (someone who listens actively and provides reassurance),Seeker of Support (someone exploring openness and trust in sharing emotions),"{'scenario_context': 'Agent 1, serving as a Peer Supporter, meets Agent 2, a Seeker of Support, in a quiet and comfortable lounge area designed for informal peer support sessions at a community center. Both agents recognize their shared goal of maintaining mental well-being and fostering emotional resilience. Agent 1 aims to establish a supportive connection by listening actively and offering reassurance, while Agent 2 hopes to build confidence in opening up about their struggles and receiving empathy.', 'explanation': 'This easy scenario is designed around low-pressure cooperative interaction, where roles (supporter/seeker) naturally align. The lounge setting encourages openness, and both agents have simple goals—offering help and seeking support—which facilitate constructive engagement.'}"
"{'Abbreviation': 'Support from others', 'Full label': '""Receiving support from others on projects I believe in""'}",Cooperation,"To investigate attribution theory through simulated agents, we chose 'Cooperation' as the social goal category since 'Receiving support from others on projects I believe in' inherently involves mutual collaboration. Each agent has a personal goal reflecting their perspective while working toward the shared goal. The personal goals are designed to be evaluable based on conversational outcomes.",Persuade the other agent to contribute their expertise to advance the project.,Seek reassurance that their contributions will be valued and influence the project's direction.,"""Receiving support from others on projects I believe in""",Project Leader (motivated to secure commitment from others),Potential Collaborator (seeks validation before investing effort),"{'scenario_context': ""[Agent 1], a Project Leader, has initiated a meeting with [Agent 2], a Potential Collaborator, to discuss collaborating on a community-driven environmental project. The project aims to reduce local carbon emissions through grassroots initiatives. Both agents share the goal of receiving support from others on projects they believe in. [Agent 1] wants to persuade [Agent 2] to contribute their expertise in sustainable practices to advance the project. Meanwhile, [Agent 2] seeks reassurance that their contributions will be valued and influence the project's direction before committing their time and effort."", 'explanation': ""This scenario focuses on cooperation with aligned but distinct goals. It is rated 'Easy' because both agents fundamentally support the project's purpose, and their individual goals—persuasion and validation—can be addressed through open dialogue without significant tension.""}"
"{'Abbreviation': 'Self-esteem', 'Full label': '""Having high self-image , self-esteem , self-respect , feeling good about myself""'}",Identity Recognition,"Given the shared goal of 'Having high self-image, self-esteem, self-respect, feeling good about myself,' the most relevant social goal category is 'Identity Recognition,' as this involves affirming one's identity and receiving acknowledgment from others. Two agents can achieve this shared goal while pursuing distinct personal goals tailored to their roles—one seeking validation and the other offering support.",To receive explicit validation and admiration from others to reinforce their self-worth.,To provide supportive feedback and affirmations to help boost their partner's self-esteem.,"""Having high self-image , self-esteem , self-respect , feeling good about myself""",Seeker of Validation,Encourager,"{'scenario_context': ""[Agent 1] and [Agent 2] are close friends preparing for a group presentation at work. [Agent 1] has been feeling insecure about their contribution and seeks reassurance from [Agent 2], hoping for explicit praise to bolster their confidence. [Agent 2], recognizing [Agent 1]'s need for affirmation, aims to provide supportive feedback to enhance [Agent 1]'s self-esteem."", 'explanation': ""The scenario places the agents in a collaborative work setting where their shared goal aligns naturally ('feeling good about themselves'). The interpersonal dynamic is straightforward, allowing [Agent 1] to seek validation and [Agent 2] to provide encouragement without conflict.""}"
"{'Abbreviation': 'Good parent', 'Full label': '""Being a good parent (teaching , providing , transmitting values)""'}",Relationship Maintenance,"To explore attribution theory in parenting contexts, we selected 'Relationship Maintenance' as the social goal category. This aligns with the shared goal of 'being a good parent', as maintaining healthy relationships is crucial for effective teaching, providing, and value transmission. The agents' personal goals reflect different perspectives on achieving this, while their roles influence their interaction styles.",To foster emotional security in their child by demonstrating consistent support and open communication.,To establish clear boundaries and expectations to promote responsibility and respect.,"""Being a good parent (teaching , providing , transmitting values)""",Nurturer (emphasizes emotional connection and reassurance),Disciplinarian (focuses on structure and accountability),"{'scenario_context': '[Agent 1] and [Agent 2] are parents preparing for a family meeting to discuss household chores with their 10-year-old child. Both want to instill good values in their child—[Agent 1] aims to ensure their child feels heard and emotionally supported during the discussion, while [Agent 2] wants to clearly outline responsibilities and consequences for not completing chores.', 'explanation': 'The situation presents an easy scenario because the shared goal of parenting aligns naturally, and both agents’ individual goals complement each other (emotional security vs. structure). The cooperative dynamic ensures minimal conflict.'}"
"{'Abbreviation': 'Being socially attractive', 'Full label': '""Being socially attractive , exciting , fascinating , impressing others""'}",Competition,"We selected 'Competition' as the social goal category because the shared goal of 'being socially attractive, exciting, fascinating, impressing others' naturally aligns with competitive dynamics where individuals strive to outperform or outshine one another in social settings. This creates fertile ground for studying attribution theory, as agents will interpret each other's behavior through the lens of dispositional traits (e.g., arrogance, charm) or situational factors (e.g., audience pressure). The personal goals reflect distinct motivational perspectives while remaining evaluable based on conversational outcomes.",To dominate conversations by showcasing exclusive experiences and eliciting admiration from peers.,To subtly undermine the other's credibility while appearing modest yet intriguing.,"""Being socially attractive , exciting , fascinating , impressing others""",Charismatic Storyteller (uses dramatic narratives to command attention),Skeptical Observer (challenges claims with witty questions while maintaining likability),"{'scenario_context': ""The scenario takes place at an upscale social gathering in a chic rooftop lounge, where [Agent 1] and [Agent 2] are among a small group of peers mingling near a panoramic city view. The atmosphere is lively, with soft music and clinking glasses in the background. Both agents aim to appear socially attractive and fascinating to their peers, leveraging the competitive undertones of the setting to impress others. [Agent 1], the Charismatic Storyteller, seeks to dominate conversations by sharing exclusive travel anecdotes and rare encounters, hoping to elicit admiration. Meanwhile, [Agent 2], the Skeptical Observer, intends to subtly challenge some of [Agent 1]'s claims with witty remarks and questions, all while maintaining a modest yet intriguing demeanor."", 'explanation': ""This context sets up a natural yet subtly competitive social dynamic where both agents pursue their individual goals (dominance vs. undermined credibility) while aligning superficially under the shared goal of impressing peers. The 'Easy' difficulty stems from the cooperative veneer of the setting—both agents can achieve their aims without overt conflict.""}"
